Company,Job Title,Status,Publishing Date,Salary,Location,Job Description
Nexus Jobs Limited,Sharepoint Developer & Administrator,Permanent,09/07/2024,£50k-60k,"England, United Kingdom",Job Description Sharepoint Developer & Administrator Our Client is looking to recruit a Sharepoint Developer with at least 5 years experience. You will have the expertise as a Sharepoint Developer coupled with Sharepoint Administration Must have experience of full project life cycle. The Client is an International organisation with offices globally and this role will be based in Kings Cross London. The salary for this role will be £50K - £60K in London or in Milford Connecticut USA where the salary will be up to circa $90K. For either role - you must have the right to live and work either in the UK or the US. Please send your CV to us in Word format along with your salary in GBP or USD along with your availability.
Nexus Jobs Limited,Business Analyst with MS Dynamics CRM - Cornerstone HR Oracle Financials- Milton Keynes,Permanent,09/07/2024,£50k-65k,"Milton Keynes, England, United Kingdom","Job Description Business Analyst with MS Dynamics CRM - Cornerstone HR Oracle Financials - Milton Keynes Our Client is keen to recruit a seasoned Business Analyst with 5 to 8 years proven track record of working on projects with an understanding of the full project life-cycle. Must be able to demonstrate excellent business analysis skills coupled with excellent techniques and ideally with some methodology. The Client would like to you have at least 3 to 5 years experience of working with a CRM system - ideally with MS Dynamics CRM - although they will consider others. The Client would also like the ideal candidate to have exposure/experience of HR Information Systems - mainly Cornerstone HR an finally experience of integration to Oracle Financials. Should be confident with the ability to work well the stakeholders and to guide and lead them to successful end results. The following are some of the key points about this role: Must be able to analyse the structure of the business (integration between Marketing, Finance & Education) Identify how the business use technology and what their goals are in line with identified requirements. As-Is/To-Be process mapping Identify problems within the business relating, through data modelling techniques and process flows. Have the ability to streamline processes. You will have strong documentation management experience and skills. Communicate with senior people within the organisation. Align internal and external stakeholders of the benefits of new technology or strategies/requirements/processes. Part of this assignment will be to run workshops and training sessions in order to ensure that everyone is on board and understands the processes involved. You will have knowledge of some if not all of the following: Finance systems and integration - tailored around the education sector Marketing & admissions background YoY management of enrolled children/existing pupils Technology within education and use of VLE's Change management expertise The Client and the role is based in Milton Keynes and there will be some travel occasionally. The salary will be dependent upon skills you bring to the table - but probably in the range £50K - £65K. Please do send your CV to us in Word format along with your availability."
Nexus Jobs Limited,Senior Microsoft Dynamics D365 CE Developer,Permanent,09/07/2024,£50k-55k,"Milton Keynes, England, United Kingdom","Job Description Senior Microsoft Dynamics D365 CE Developer Lead the ongoing development for the Global MS Dynamics CRM platform. Develop solutions to varied complexity levels for requirements from the global business Maintain a high-quality platform by with solutions developed in line with coding standard Design and implement MS Dynamics CRM solutions to be fully compliant with Client's business processes and requirements Design, code, test CRM application modules that meet Architecture Blueprint specification Use your deep and extensive knowledge of JScript, PowerApps, C#, .NET Core, and SQL Server, to further enhance the current solution to meet ongoing business requirements Participate in execution and documentation of tests ensuring that an application or architecture meets agreed Quality standards Ensure the implementation of best practices based on Microsoft Dynamics standards and supported configuration/customisations Evangelise the Dynamics core features and functionalities to support business decision making process Seek opportunities to continuously improve the Dynamics solution for the schools across all regions You will have 5+ years development in JS, C#. NET, SQL, PowerApps (1-2 yrs) 5+ years with all Dynamics areas (CRM, Marketing, Customer Service, Portal) Experience of process alignment to out of box functionality Configuration/customisation, Testing and debugging Development tools (Visual Studio) Excellent interpersonal skills English as primary language Experience in global delivery environment and working within a remote-teams. Experience of education sector and of DevOps with documenting solution design (High/low level) Must have MS Dynamics CRM Certifications along with a Degree in Information Systems or equivalent. The salary for this role will be circa £50K - £55K. The position will be based in Milton Keynes. Please send your CV to us in Word format along with your salary and availability."
Nexus Jobs Limited,Network Engineer- Milton Keynes and Remote,Permanent,09/07/2024,Unknown,"Milton Keynes, England, United Kingdom","Job Description Network Engineer - Milton Keynes and Remote Our Client is seeking to recruit a Network Engineer with at least 7 to 10 years proven hands-on expertise. Plan and implement network transformation across 43 UK sites to support a rollout of 1 to1 Devices to students. Support the design and implement of layer 3 network enhancement, additional WiFi Access Points, and the deployment of new firewalls. Peer review the proposed design and configuration and provide documentation in line with departmental standards. Manage the Network Changes into support. Assess existing network IP address schema and DHCP scope Plan an expansion to accommodate additional network devices Test solution, connectivity, and routing Deploy new IP address schema across all sites Document & Transition to Support Assess location and AP density to guarantee performance with increase in concurrent connections Plan and position additional APs to maintain network performance Deploy APs and test performance Document & Transition to Support Firewalls Assess existing firewall configuration including rules, routers and VPNs Build new ruleset template for deployment across estate Test firewall configuration Deploy hardware appliances and configuration Document & Transition to Support Policies & Procedures To comply with safeguarding policies, procedures and code of conduct To demonstrate a personal commitment to safeguarding and student/colleague wellbeing To ensure that any safeguarding concerns or incidents are reported appropriately in line with policy To engage in safeguarding training when required Multi-site projects Meraki APs HP/Aruba Switches Smoothwall Firewalls Must have proven expertise in Network Design, Network Routing, Switching, Wireless and DHCP/DNS and Network Security Excellent interpersonal skills. Must have a degree in Computer Science or equivalent coupled with a CCNA or equivalent. Any experience and understanding of the Education sector would be very beneficial for this assignment. Must have WAN, LAN, VLAN Design & Implementation along with Firewall Setup, configuration & Management. You will have ITIL certification along with experience of ITIL practices. The rate for this assignment is circa £300 - £400 per day. This is a 6 month assignment initially. The Client has offices in Milton Keynes - you will need to attend meetings from time to time in Milton Keynes - but the role can be worked remotely. Please send your CV to us in Word format along with your daily rate and availability."
Nexus Jobs Limited,Microsoft Dynamics CRM Developer,Permanent,09/07/2024,£50k-65k,"Milton Keynes, England, United Kingdom","Job Description Senior Microsoft Dynamics D365 CE Developer Our Client is looking to recruit a Microsoft Dynamics CRM Developer with at least 5 years proven track record of developing within the MS Dynamics CRM suite. Lead the ongoing development for the Global MS Dynamics CRM platform. Develop solutions to varied complexity levels for requirements from the global business Maintain a high-quality platform by with solutions developed in line with coding standard Design and implement MS Dynamics CRM solutions to be fully compliant with Client's business processes and requirements Design, code, test CRM application modules that meet Architecture Blueprint specification Use your deep and extensive knowledge of JScript, PowerApps, C#, .NET Core, and SQL Server, to further enhance the current solution to meet ongoing business requirements Participate in execution and documentation of tests ensuring that an application or architecture meets agreed Quality standards Ensure the implementation of best practices based on Microsoft Dynamics standards and supported configuration/customisations Evangelise the Dynamics core features and functionalities to support business decision making process Seek opportunities to continuously improve the Dynamics solution for the schools across all regions You will have 5+ years development in JS, C#. NET, SQL, PowerApps (1-2 yrs) 5+ years with all Dynamics areas (CRM, Marketing, Customer Service, Portal) Experience of process alignment to out of box functionality Configuration/customisation, Testing and debugging Development tools (Visual Studio) Excellent interpersonal skills English as primary language Experience in global delivery environment and working within a remote-teams. Experience of education sector and of DevOps with documenting solution design (High/low level) Must have MS Dynamics CRM Certifications along with a Degree in Information Systems or equivalent. The salary for this role will be circa £50K - £65K. The position will be based in Milton Keynes. Please send your CV to us in Word format along with your salary and availability."
Nexus Jobs Limited,Senior Microsoft Dynamics D365 CRM Developer,Permanent,09/07/2024,£55k-75k,"Milton Keynes, England, United Kingdom","Job Description Senior Microsoft Dynamics D365 CRM Developer Our Client is looking to recruit a Microsoft Dynamics CRM Developer with at least 5 years proven track record of developing within the MS Dynamics CRM suite. Lead the ongoing development for the Global MS Dynamics CRM platform. Develop solutions to varied complexity levels for requirements from the global business Maintain a high-quality platform by with solutions developed in line with coding standard Design and implement MS Dynamics CRM solutions to be fully compliant with Client's business processes and requirements Design, code, test CRM application modules that meet Architecture Blueprint specification Use your deep and extensive knowledge of JScript, PowerApps, C#, .NET Core, and SQL Server, to further enhance the current solution to meet ongoing business requirements Participate in execution and documentation of tests ensuring that an application or architecture meets agreed Quality standards Ensure the implementation of best practices based on Microsoft Dynamics standards and supported configuration/customisations Evangelise the Dynamics core features and functionalities to support business decision making process Seek opportunities to continuously improve the Dynamics solution for the schools across all regions You will have 5+ years development in JS, C#. NET, SQL, PowerApps (1-2 yrs) 5+ years with all Dynamics areas (CRM, Marketing, Customer Service, Portal) Experience of process alignment to out of box functionality Configuration/customisation, Testing and debugging Development tools (Visual Studio) Excellent interpersonal skills English as primary language Experience in global delivery environment and working within a remote-teams. Experience of education sector and of DevOps with documenting solution design (High/low level) Must have MS Dynamics CRM Certifications along with a Degree in Information Systems or equivalent. The salary for this role will be circa £50K - £75K. The position will be based in Milton Keynes. Please send your CV to us in Word format along with your salary and availability."
Nexus Jobs Limited,Microsoft Dynamics 365 CRM Solutions Architect,Permanent,09/07/2024,£70k-85k,"Milton Keynes, England, United Kingdom","Job Description Microsoft Dynamics 365 CRM Solutions Architect Our Client has a Global operation for which they are now looking to recruit a MS Dynamics CRM Solutions Architect with at least 7 years experience in a MS Dynamics Architect role. You will be the design authority, evangelising across all elements of the Dynamics CRM solution Work with key stakeholders to further develop and enhance the Dynamics solution Be the gatekeeper to the design, architecture, and implementation of the global platform Lead the conceptualisation, design and delivery of high-quality solutions across all areas of the Dynamics landscape, including CRM, Marketing, Portal and several incoming and outgoing interfaces via the integration platforms Use in-depth knowledge of MS Dynamics to solve technical design challenges across the Clients 30+ sites who will use the platform Prepare and seek approval for high and low-level business and technical architectural documents which describe proposed solutions Be the interface between the business, Product Owner and various technical resources to ensure solutions are effectively embedded into the organisation Ensure the implementation of best practices based on Microsoft Dynamics standards and supported configuration/customisations Use advanced knowledge of JScript, C#, PowerApps and MS Technologies to enhance the solution and develop proof of concepts to demonstrate options Investigate, analyse and propose new technologies or revisions to existing architectural design that will benefit the admissions user communities Keep knowledge of Dynamics and supporting technologies up to date in line with the latest platform changes Identify product risks and mitigate or communicate as necessary Organise and conduct discovery workshops, discussions, and value-based use case demonstrations for requirements/proposed solutions Provide direct Technical Design support within the Global Applications team to build or revise support processes and practises MS Dynamics CRM Certifications Other Microsoft certifications Cloud solution certifications TOGAF or equivalent 7+ years in Solution Architect role 7+ years Dynamics CRM Configuration/customisation 7+ years with all Dynamics areas (CRM, Marketing, Customer Service, Portal) Solution design with Critical thinking Configuration/customisation along with Testing and debugging Development tools (Visual Studio) Excellent interpersonal skills English as primary language Experience in global delivery environments and Working within remote teams Experience of education sector coupled with Experience of DevOps Salary for this role be in the range £70K - £85K plus benefits. The position will be based in Milton Keynes. Please send your CV to us in Word format along with your salary and availability."
Nexus Jobs Limited,Senior Information Security Analyst,Permanent,09/07/2024,£70k-85k,"London, England, United Kingdom","Job Description Senior Information Security Analyst Our Client is a leading global company specialising in pharma products. They are looking to recruit a Senior Information Security Analyst with at least 5 to 7 years expertise in Technology Security. The Senior Information Security Analyst is responsible for maintaining information security policies, architecture, technical standards, technical controls, security solutions, guidelines, procedures, and other elements necessary to maintain security posture. Responsible for assessing information risk and facilitating remediation of identified vulnerabilities & risks across the organization. Accountable for coordinating the execution of security measures to protect our computer infrastructure, information systems and to ensure the organization maintains an acceptable risk posture. The Senior Information Security Analyst is highly engaged in risk management and mitigation, including evaluating vendor risk, examining vendor contracts for terms of service, understanding third-party risk, and data privacy issues. The analyst serves as an expert on cybersecurity protection, detection, response, and recovery. This individual is responsible for coordinating penetration testing and managing internal and external cybersecurity analysts to detect, mitigate, and analyze threats. Works closely with other teams to develop controls such as firewalls, business systems, data leakage protection systems, patching, encryption, vulnerability scanning, application code scanning, remediation as well as defining configuration for a variety of security tools. Prior experience in an international enterprise environment is essential. Responsibilities: Collaborate with IT teams for input and operational requirements to design and implement the company's overall cybersecurity strategy. Identify and address security gaps discovered through ongoing monitoring of all information security controls and implement enhancements to security controls. Manage access to elevated privileges accounts and audit activities to meet business and regulatory requirements. Evaluate and/or implement cybersecurity solutions and controls to maintain confidentiality, integrity, and availability. Actively participate in proofs-of-concept for new security technologies by developing selection criteria to identify appropriate security solutions to support strategic, operational needs, and security requirements. Participate in the development and testing of the security incident response plan, act as the incident response leader. Develop security, risk, and compliance reports and alerts. Participate in the yearly review of policies and procedures to support information security, risk, and security compliance activities. Participates in developing, testing, and implementation of disaster recovery procedures for the cybersecurity technology in place. Manages cybersecurity projects to ensure that the delivery is on-time, within budget, and adopted to meet the company's information protection requirements. Performs or coordinates internal security assessments, penetration tests, vulnerability scans, and assess organization cybersecurity maturity Complying with frameworks and regulations such as COBIT, NIST (800-53, cybersecurity), ISO, ITIL, PCI, GLBA, GDPR, HIPAA, and other data privacy and security standards and regulations. Provides internal customer support via assigned tickets for security-related issues, while ensuring assignments are resolved within assigned SLA's. Evaluate and implement CIS critical security controls where necessary. Will provide input into cybersecurity strategic roadmap and annual budget. Adhere to applicable change management policy and procedure. Qualifications: Bachelor's degree required; advanced degree highly desirable. Candidates must possess significant analytical skills, which evolved from early academic training in Cybersecurity, Information Systems, Computer Science, or similar discipline. Provides a documented work history that includes a minimum of 5-years experience in Information Security. Proficiency in security framework models such as NIST, etc., implementing and auditing security measures, security response, and incident management. Possess a working knowledge of Cisco network switches, routers, firewalls and VPN, network security, administration of DLP, antivirus\antimalware, IDS/IPS, SIEM, SMTP, Email security, AD, Group Policy, DNS, DHCP, and VLANs. Experience with identity access management solutions, such as SAML\OATH Experience with HIDS and NIDS The ideal candidate possesses relevant information security or cybersecurity certifications. Requires the ability to analyze and recommend changes to the security landscape where necessary to meet the information security objectives of the organization. Participates in change management meetings and provides expert input to ensure security is maintained. Knowledgeable in security best practices such as encryption, hashing, vulnerability scans, event log monitoring, intrusion detection and prevention, eDiscovery, and content filtering. Ability to manage and continuously improve upon vulnerability management program. Ability to propose solutions for closing identified vulnerabilities in the infrastructure. Desired Qualifications: Certified Information System Security Professional (CISSP), NIST Cybersecurity Framework (NCSF), Certified Cloud Security Professional (CCSP) and\or Certified Ethical Hacker (CEH) Knowledge and experience with Microsoft Office and Visio. Knowledge of WAN technologies including MPLS, SD WAN. Knowledge of cloud providers security (AWS, GCP or Azure). Prior experience managing Cisco ELA products including DNA, Firepower, ISE Management console, Umbrella, Cisco AMP for endpoints, Stealth watch, as well as Splunk, SolarWinds, Varonis and Darktrace. Prior experience with Azure Rights management and Information protection highly desirable. Project management skills are highly desirable. Previous experience in a HIPAA/FDA regulated environment. Competencies: To perform the job successfully, an individual should demonstrate the following behaviors: Motivation/Initiative: Motivated and curious, willing to ask questions, research issues, and take on challenging projects/assignments; creative, brings new ideas to the table, exhibits self-confidence. Position requires a strong achievement motivation and tenacity. Administrative Skills: Possesses the ability to organize and follow-through on multiple tasks recognizes and attends to important details with accuracy and efficiency. Works to complete goals, tasks, and plans, anticipate potential problems and analyze alternative solutions. Interpersonal Style: (Interpersonal Skills, Communication, Teamwork); develops/ maintains effective working relationships; listens attentively to others; communicates ideas clearly (written & verbal); relates to people in an open/ sincere manner; participates effectively in meetings; assists in finding solutions as well as identifying problems; communicates appropriately with supervisor, and co-workers. Able to influence other individuals and maintain calm and reliable demeanor in the face of challenges. Self-Management: (Adaptability/Flexibility, Stress Tolerance, Autonomy); adapts readily to changes in routine; works effectively in stressful situations; needs limited guidance and direction; is comfortable working in a fast-paced environment; is reliable and dependable; is results-oriented; maintains productivity and composure under pressure; views problems as opportunities to create solutions. Thinking Skills: Diagnoses problems efficiently; gathers sufficient input before making decisions or plans; makes timely decisions, quickly determines sources of the problem, identifies information needed to solve a problem and analyzes alternative solutions, communicates issues and decisions effectively to the team. Customer Orientation: Sensitive & responsive to internal customer needs; demonstrates skills in customer services and satisfaction; maintains a positive attitude, willing to listen to customer problems and seeks solutions; stays in tune with changing needs of customers. The analyst will adapt readily to change, work effectively in stressful situations, need limited guidance and direction, and is comfortable working in a fast-paced environment. Diagnoses problems efficiently gather sufficient input before making changes, quickly determines sources of issues, identifies information needed to solve the problems, and analyzes and communicates issues with effective alternative solutions to the team. This a UK based role at the Central London offices of the Client, although for the foreseeable future you will be based at home and work remotely. The salary for this role will be in the range £70K - £85K. Please do send your CV to us in Word format along with your salary and availability."
Nexus Jobs Limited,Applications Software Test Lead - Milton Keynes,Permanent,09/07/2024,£45k-55k,"Milton Keynes, England, United Kingdom",Job Description Applications Software Test Lead Our Client is an International company are looking to recruit a seasoned Applications Software Test Lead. You must have at least 5 to 8 years solid experience on applications software testing. The Client is in the education sector - so any experience in the education sector would be very advantageous. Must be ISEB certified or similar. Must have experience of full project life cycle. Should be proactive in offering advice and guidance to members of the team. The role will be based in Milton Keynes - although you will be working remotely from home for the foreseeable future - with occasional team meetings at the Milton Keynes office. The salary range for this role will be £45K - £55K. Please send your CV to us in Word format along with your salary and availability.
Nexus Jobs Limited,MI Analyst with MS SQL Server,Permanent,09/07/2024,£45k-50k,"London, England, United Kingdom","Job Description MI Analyst with MS SQL Server - City London Our Client is an international bank with offices in the City London. They are looking to recruit an MI Analyst with at least 5 years experience of MS SQL Server, SSIS, SSRS, and Sharepoint. The main elements of the role are follows: - Work within MI team in supporting and delivering all aspects of MI - BAU encompassing data warehouse back end maintenance and Housekeeping - Support annual Disaster Recovery invoking/testing - Contribute to design, build and implementation of new reports and applications/interfaces. - Facilitate internal/external Audits and Penetration Testing. Remediation General Skills -Experience working within mission-critical environments -Experience in operational deployments -Maintains required industry recognised skills through training and self-study methods Technical Skills -In-depth knowledge of MS SQL -In-depth knowledge of SDLC -C# Development (advantageous) Technologies SQL - TSQL, SSIS and SSRS. SQL - DBA. SharePoint & InfoPath. Hyperion (Oracle EPM). C# Any experience of process automation and Equation/iSeries DB knowledge. SWIFT. AIX would be very handy. Good interpersonal skills Thorough and reliable Technically competent Ability to work unsupervised This is 6 month full-time permanent role. The salary will be £45K - £50K pro-rata. It is intended that you will work 2 days from the office and 3 days remotely from home for the foreseeable future. Do send your CV to us in Word format along with your salary and availability."
Nexus Jobs Limited,Kibo eCommerce Platform Trainer,Permanent,09/07/2024,Unknown,"England, United Kingdom",Job Description Kibo eCommerce Platform Trainer Our Client is looking to recruit a Kibo eCommerce Patform Trainer with at least 12 months experience of working with Kibo eCommerce. This position can based anywhere in the World as you will providing your Kibo training expertise remotely and online. You will be training a very large User base to use and work with the KIbo eCommerce platform. This is a 3 month assignment initially. The rate for this role will up to £500 per day. Do send you CV to us in Word format along with your rate and availability.
Nexus Jobs Limited,MS Dynamics 365 CRM Project Director,Permanent,09/07/2024,Unknown,"England, United Kingdom","Job Description MS Dynamics 365 CRM Project Director Our Client is looking to recruit MS Dynamics 365 CRM expert Project Director with at least 7 to 10 years proven track record. The Client is moving their CRM data from a platform called Wattle to Selinesoft - so any experience of either or both of these CRM's would be handy but NOT essential. The core skills the Client wants you to bring to the project is MS Dynamics 365 CRM expertise with implementation skills. You will work with 4 key stakeholder departments in the business which are IT, Marketing, Finance and Policy. Your will organise the project plans coupled with the overview and project plan documents relating to the Clients MS Dynamics CRM data. This is a 6 month assignment. The Client would like to see Prince 2, Agile and MS Dynamics certification. Must have a degree. The Client is based in Holborn London. The rate for this assignment will be circa £650 - £850 per day. Please do send your CV to us in Word format."
Nexus Jobs Limited,Senior Netsuite Developer with Javascript and SQL,Permanent,09/07/2024,Unknown,"London, England, United Kingdom","Job Description Senior Netsuite Developer Our Client is a leading company who are looking to recruit a Senior Netsuite Developer with Javascript and SQL with extensive Netsuite OneWorld expertise. You will have a degree in Computer Sciences or equivalent certifications. Must have technical working knowledge of NetSuite OneWorld Financials platform, including relevant NetSuite certifications. Ideally have at least 5 to 7 years experience of developing in Javascript and Oracle SQL in order to develop applications for Netsuite including a minimum 5 years in NetSuite OneWorld. Experience of full software delivery lifecycle including capturing business requirements, developing solutions, user testing & training, post go-live support and optimisation. Experience of integrating Finance packages with other strategic solutions including CRM and eCommerce platforms. Must be a creative thinker, with the ability to proactively identify areas for potential improvement (process and functionality). Have the ability lead initiatives and solution enhancements. With confidence and judgement to plan and accomplish goals. Ability to translate business/operational requirements into effective and efficient systems solutions. Experience to manage conflicting priorities/complex workload. You must have extensive experience of all NetSuite financial modules is essential, as is their interfacing with other platforms. The Client has offices in Holborn London. Please send your CV to us in Word format along with your rate along with your availability."
Nexus Jobs Limited,Netsuite Developer with Salesforce,Permanent,09/07/2024,Unknown,"London, England, United Kingdom","Job Description NetSuite Developers with SalesForce Our Client is looking to recruit a Netsuite Developer with Salesforce experience. You must have at least 5 to 7 years expertise of working with Netsuite as a Developer coupled with experience of Salesforce. Key Responsibilities: Understand the Clients business and processes to provide inputs for improved use of technology, including Salesforce. Propose system design/enhancements based on business needs and NetSuite expertise Review current implementation and propose improvements to enable us to optimise value from NetSuite's native functionality. Implement agreed changes Work on NetSuite configurations and custom development to deliver optimal solutions to support and continued growth while advising the business on risks around customisations or alterations to the platform Undertake analysis of user and business requirements, with particular regard to their impact on existing NetSuite system and environments, and produce an appropriate system design. Complete technical analysis, design, configuration, scripting, and implementation of NetSuite customizations and functionality, Manage configuration changes to fields, workflows, roles/permissions, page layouts, custom objects, custom record types, reports and dashboards Develop, test and deploy customized fields, forms, scripts, workflows, custom records, and user roles to meet business requirements Support existing custom scripts and solutions Conduct the overall analysis, testing, and deployment for ongoing NetSuite upgrades Manage incidents for NetSuite application and coordinate with external vendors and key internal teams Coordinate with NetSuite support on issues that cannot be resolved internally Develop, launch, and manage in-depth KPIs, dashboards, and reports for NetSuite functions at both management and individual level. Support end user requests for new saved searches, reports, KPIs and dashboards Manage and maintain proper system access/rights and role definitions and user access Create and maintain documentation for NetSuite customisations, workflows, processes and troubleshooting steps Develop rollout standards in line with agreed architectural principles to ensure the delivery of resilient solutions Identify application integration opportunities that can streamline business processes and improve productivity Propose and implement potential NetSuite integrations with internal and external systems working alongside the Senior Enterprise Architect Manage and support 3rd party integrations with NetSuite Qualifications, Experience and skills Act as a subject matter expert on the NetSuite Ecosystem. Provide mentoring and code review to current Netsuite developers to ensure highest standards are met. Qualifications, Experience and skills Minimum 5 years hands-on NetSuite experience General knowledge of back office business processes for Finance and Supply Chain Strong technical knowledge covering NetSuite as a technology platform including proficiency in NetSuite's SuiteScript and SuiteTalk APIs, and have experience with other cloud-based technologies. Experience with client-side technologies like JavaScript, HTML and web services (XML, SOAP, WSDL) Experience with SalesForce is a plus Expert at professional programming practices including source code control, versioning and documentation. University degree in computer science, engineering or related fields Ability to collaborate and communicate effectively across functional departments and management hierarchies. A consistent track record of working effectively on virtual teams is required Excellent analytical and problem solving skills Excellent written and verbal communication skills Experience designing and architecting solutions Willingness to learn and ability to flourish in a high growth, dynamic, and entrepreneurial environment Self-starter with the ability to run projects from origin through execution The role can be based in London or Leeds and for the time being will be working remotely. The duration for this assignment is 6 months. The rate will be circa £350 to £550 per day. Please send your CV to us in Word format."
Nexus Jobs Limited,Data Analyst,Permanent,09/07/2024,£40k-45k,"London, England, United Kingdom","Job Description Data Analyst - Holborn London Our Client is looking to recruit a Data Analyst with at least 5 years proven experience. As a Data Analyst you will ensure that all data is processed and quality assured so that it can be analysed through appropriate systems with a view to the production of reports that can assist the Client services and other stakeholders make effective decisions and support the assessment of indicators and other business intelligence processes.. Key responsibilities: Day to day implementation and overview of the business's data strategy to ensure that organisational data is systematised with a view to optimising business intelligence and decision-making. Clear knowledge of all the data sources within the organisation, including the CRM and other information systems, and ability to work on those sources either individually, together or identify new sources that can inform effective operation. Knowledge of all relevant procedures to ensure that optimal data is used, including the cleaning, analysis and processing of data. Putting in place effective and robust systems of quality to ensure the highest integrity of data. Working with the IT department on data analysis, including developing key formulas, working with APIs and data mining, particularly through appropriate relational and other data bases, with a view to extracting the information that is needed for the growth of the organisation. Enabling the effective and accurate production of all reports, visuals, dashboards and other outputs to allow different parts of the organisation to make better individual and collective decisions. Facilitating the transformation of data to information and knowledge, and helping the different parts of the organisation to share such information and knowledge so as to maximise collaboration and the aims of the organisation. Supporting business intelligence so that the decisions are underpinned by key, effective and relevant data. Enabling the organisation to measure key performance and other indicators and score carding, and contributing to the development of metric and indicator-based systems that allow for integration and a system of continuous improvement. Collaborating with all departments including the IT department, education and training, marketing and policy and research on data usage. Minimising all data risks, security breaches, financial and other risks and working with relevant services to ensure that data is handled in a way that is compliant with relevant legislation and other frameworks. Furthering a data culture that enables the organisation to meet the needs of its stakeholders, both nationally and internationally, including its members. The following skills are Essential: Relevant higher education qualification in data analysis, including programming languages such as Python and SQL. Substantial experience working in data analysis within an organisational setting. Excellent problem solving, analytical and business intelligence skills, especially working with large datasets. Excellent written and verbal communication skills in the English language. Ability to manage multiple projects adhering to logistics, timescales and deadlines. IT literate and experience of using MS Dynamics and Office (including Word, Excel and Outlook). Experience of using visualisation tools such as PowerBI. The Client is based in Holborn London. The salary for this role will be in the range £40K - £45K. Do send your CV to us in Word format and include your salary availability."
Nexus Jobs Limited,Data Migration Analyst,Permanent,09/07/2024,Unknown,"Milton Keynes, England, United Kingdom","Job Description Data Migration Analyst Our Client is looking to recruit a seasoned Data Migration Analyst with excellent Data Analyst skills - at least 3 to 5 years experience as a Data Analyst. Provide support to the data migration Lead in the data migration of legacy data into NetSuite edERP in accordance with the project plan Review the legacy data to identify data quality issues Review non-legacy data for data quality & resolve issues Liaison with the schools throughout the data preparation stages Perform data extractions from the legacy system into Excel Review the legacy data to identify data quality issues such as; o missing mandatory fields o data not coherent & correctly cross-referenced o data not valid i.e. formatted correctly, consistent with NetSuite requirements o potential functional shortfalls of NetSuite Co-ordinate with Users to resolve issues identified with the quality of the data. Co-ordinate with Users in the preparation of other data that are not in the legacy system that is required for NetSuite, such as; o email addresses o third party payers o fees, discounts & academic calendar o pricing master header & lines o NetSuite contracts Review non-legacy data for data quality & resolve issues with users, where necessary obtaining acceptance from the project team and/or the Business. To comply with safeguarding policies, procedures and code of conduct and demonstrate a personal commitment to safeguarding and student/colleague wellbeing. Ensure that any safeguarding concerns or incidents are reported appropriately in line with policy and engage in safeguarding training when required. Must have at least 3 to 5 years experience of data analysing and/or cleansing and at least 3+ years experience of systems implementation. Have experience of extraction & cleansing of legacy data. Being involved in at least 2 major Data migration projects. Should have strong Excel user skills along with data migration ETL methodology. Must have excellent interpersonal skills. English as primary language. \"" T-SQL \"" Excel VBA \"" Accounting ETL Methodology The Client is based in Milton Keynes various offices across the UK. The role will based remotely at present with the need to attend the office as and when required. The rate for this role will be circa £300 to £400 per day. The duration for this contract assignment will be 6 months. Please send your CV to us in Word format along with your daily rate and availability."
Nexus Jobs Limited,Enterprise Architect - Supply Chain,Permanent,09/07/2024,Unknown,"London, England, United Kingdom","Job Description Enterprise Architect - Supply Chain We have a new opportunity for a Enterprise Architect role which is a remote opportunity so candidates can work from any location but must be technically strong. Should have the supply chain, expertise. This is a Technical role for someone like a Senior Manager/Director level role to be the Enterprise Architect on a project of work with our client to sort out the architecture for their supply chain. Specifically it is the supply chain from the warehousing operations and downstream from there to customers. The Client has JDA Software at the moment but are looking to re-architect the whole space. The ideal candidate would have 10 - 15 years of architecture experience and have warehousing/ supply chain experience in their background as well. Should have strong communication skills and technical acumen to and be able to suggest & develop/implement new suitable technology stack. Rate for this assignment will be in the range £400 pd to £750 pd. The duration for this role will be 3 months initially. Please send your CV to us for this assignment in Word format along with your daily rate and availability."
Nexus Jobs Limited,JDA Software Enterprise Architect,Permanent,09/07/2024,Unknown,"London, England, United Kingdom","Job Description JDA Software Enterprise Architect We have a new opportunity for a Enterprise Architect role which is a remote opportunity so candidates can work from any location but must be technically strong. Should have the supply chain, expertise. This is a Technical role for someone like a Senior Manager/Director level role to be the Enterprise Architect on a project of work with our client to sort out their architecture for their supply chain. Specifically it is the supply chain from the warehousing operations and downstream from there to customers. The Client has JDA Software at the moment but are looking to re-architect the whole space. The ideal candidate would have 10 - 15 years of architecture experience and have warehousing/ supply chain experience in their background as well. Should have strong communication skills and technical acumen to and be able to suggest & develop/implement new suitable technology stack. Rate for this assignment will be in the range £400 pd to £750 pd. The duration for this role will be 3 months initially. Please send your CV to us for this assignment in Word format along with your daily rate and availability."
